PLAYER_ID,PLAYER_NAME,AGE,HEIGHT,WEIGHT,EXPERIENCE,STATUS,POSITION_ID,TEAM_ID 
500,Tyler Ulis,23,5'10'',160,3,1,1,5
501,Tyler Zeller,29,7'1'',253,7,1,5,15
502,Tyreke Evans,29,6'6'',220,10,1,2,12
503,Tyrone Wallace,25,6'5'',198,3,1,1,13
504,Tyson Chandler,36,7'1'',240,18,1,5,14
505,Tyus Jones,23,6'2'',196,4,1,1,18
506,Udonis Haslem,39,6'8'',235,0,1,5,16
507,Victor Oladipo,27,6'4'',210,6,1,2,12
508,Vince Carter,42,6'6'',220,21,1,2,1
509,Vincent Edwards,23,6'8'',225,1,1,2,11
510,Wade Baldwin IV,23,6'4'',200,3,1,1,25
511,Walter Lemon Jr.,26,6'3'',180,0,1,1,5
512,Wayne Ellington,31,6'5'',200,10,1,2,9
513,Wayne Selden,24,6'5'',230,0,1,2,5
514,Wendell Carter Jr.,20,6'10'',255,1,1,5,5
515,Wes Iwundu,24,6'7'',195,2,1,3,22
516,Wesley Johnson,31,6'7'',215,9,1,3,30
517,Wesley Matthews,32,6'5'',220,0,1,2,12
518,Will Barton,28,6'6'',190,7,1,2,8
519,Willie Cauley-Stein,25,7'1'',240,4,1,5,26
520,Willy Hernangomez,25,6'11'',240,4,1,5,4
521,Wilson Chandler,32,6'9'',225,12,1,3,13
522,Yante Maten,22,6'8'',240,0,1,4,16
523,Yogi Ferrell,26,6'1'',180,0,1,2,26
524,Yuta Watanabe,24,6'9'',205,0,1,3,15
525,Zach Collins,21,7'1'',235,2,1,5,25
526,Zach LaVine,24,6'5'',200,5,1,2,5
527,Zach Lofton,26,6'4'',180,0,1,2,9
528,Zaza Pachulia,35,6'11'',270,16,1,5,9
529,Zhaire Smith,20,6'4'',199,1,1,2,23
530,Zhou Qi,23,7'1'',210,3,1,5,11
531,Kobe Bryant,40,6'6'',212,20,0,2,14
532,Paul Pierce,41,6'7'',215,19,0,3,13
533,Tim Duncan,43,6'11'',220,19,0,5,27
534,Chauncey Billups,42,6'3'',202,17,0,1,9
535,Shaquille O'Neal,47,7'1'',325,19,0,5,2
536,Kevin Garnett,43,6'11'',240,21,0,4,18
537,Steve Nash,45,6'3'',180,19,0,1,14
538,Allen Iverson,43,6',165,15,0,1,23
